grade,Year,emp_length,acc_open_past_24mths_x,annual_inc_x,bc_util_x,dti_x,inq_last_6mths_x,mo_sin_old_rev_tl_op_x,mo_sin_rcnt_rev_tl_op_x,mo_sin_rcnt_tl_x,mort_acc_x,mths_since_recent_bc_x,num_accts_ever_120_pd_x,num_actv_bc_tl_x,num_il_tl_x,num_bc_sats_x,open_acc_x,pub_rec_bankruptcies_x,pub_rec_x,recoveries_x,tot_cur_bal_x,total_bc_limit_x
D,2016,10+ years,18,118700,15.7,21.42,2,115,1,1,4,1,3,4,40,4,19,0,0,0,343663,17300
B,2016,6 years,10,97000,33.8,3.58,2,151,4,4,3,4,1,3,2,5,10,1,1,0,157920,27300
A,2016,10+ years,6,83000,99,33.88,0,326,3,3,5,18,0,5,4,10,18,0,0,0,187774,27400
C,2016,10+ years,4,46000,60.4,24.24,1,170,6,6,1,14,0,6,7,7,12,0,0,0,173401,14600
C,2016,4 years,4,42000,76,23.11,0,107,7,7,0,7,0,2,23,2,7,0,0,0,22192,6700
A,2016,10+ years,0,52000,98.3,17.82,0,277,62,40,0,83,0,3,2,3,7,0,0,0,28265,23400
C,2016,2 years,3,54000,82.4,8.18,2,156,7,7,2,7,0,2,6,2,4,0,0,0,8507,3800
D,2016,10+ years,8,80200,0.7,12.7,2,367,15,4,3,15,0,1,10,4,8,1,1,0,30446,11800
B,2016,5 years,4,220000,94.3,11.66,1,124,4,4,0,12,1,3,12,3,12,0,1,100,99144,28900
E,2016,3 years,5,49920,56.7,14.47,0,135,8,5,0,8,0,5,1,6,10,1,1,0,22928,10900
E,2016,10+ years,10,30000,10.6,24.72,3,113,0,0,0,0,0,4,2,12,27,0,0,0,13613,43900
B,2016,10+ years,5,86000,64.8,15.41,0,269,7,1,2,7,2,4,8,4,10,0,0,0,183810,37500
G,2016,1 year,6,25000,61.2,33.51,0,54,8,3,0,8,0,4,2,4,12,0,0,0,41296,11200
E,2016,6 years,3,43506,84.6,18.05,0,255,23,9,1,40,0,5,5,5,10,0,0,0,103410,24900
D,2016,9 years,8,72000,58.2,27.95,1,157,1,1,3,3,1,3,10,3,11,0,0,0,61189,26200
C,2016,9 years,3,40000,26.8,23.37,1,100,16,12,0,16,0,5,2,5,6,0,0,0,18379,19400
A,2016,2 years,3,65000,6.6,27.86,0,204,2,2,3,64,0,3,4,6,18,0,0,0,112249,40000
B,2016,10+ years,3,36750,12.5,24.54,0,151,13,13,1,13,5,3,3,5,7,0,0,0,2938,13400
D,2016,1 year,5,33078,91.5,24.85,0,30,9,8,0,9,0,2,10,2,12,0,0,0,45044,5800
C,2016,6 years,8,65000,75.9,15.88,1,120,6,6,3,6,0,5,3,5,11,0,0,0,250700,20900
C,2016,1 year,3,57500,54.4,20.46,0,215,1,1,1,1,0,8,9,10,16,0,0,0,23739,28300
C,2016,2 years,8,56000,87.4,25.2,1,81,0,0,0,60,0,5,5,5,12,1,1,0,44361,6000
C,2016,6 years,2,140000,74,10.42,0,108,26,12,2,26,0,4,7,4,11,0,0,0,178741,19100
A,2016,6 years,7,90000,48.9,20.57,1,143,2,2,5,13,0,3,27,4,10,0,0,0,467580,20400
B,2016,2 years,5,199825,49.6,12.12,0,258,11,4,4,11,0,7,6,7,16,0,0,0,808380,60500
D,2016,2 years,3,60000,77.5,11.18,0,187,10,7,0,10,0,2,17,2,5,1,1,0,23638,6000
C,2016,9 years,5,30000,20.5,19.6,0,140,3,3,1,3,0,5,3,5,7,0,0,0,14460,15300
C,2016,1 year,9,80000,30.4,22.49,0,195,8,8,3,10,1,3,12,5,16,0,0,0,254287,25100
B,2016,1 year,4,32000,48.3,9.04,1,148,2,2,0,2,1,2,1,3,5,0,0,0,10050,4000
B,2016,10+ years,12,80000,38.7,16.01,2,192,1,1,5,1,0,4,14,6,19,0,0,0,371713,35400
C,2016,6 years,3,143000,58.9,7.69,0,188,6,6,0,6,0,2,2,2,6,0,0,0,25794,12500
C,2016,10+ years,3,58000,92.8,26.4,0,242,17,16,6,17,0,3,7,3,11,0,0,0,257558,13000
G,2016,10+ years,7,79000,73.2,25.92,1,165,9,2,3,9,2,1,17,1,6,0,0,0,361055,2500
B,2016,10+ years,7,65000,94.9,29.8,0,221,7,6,5,7,0,3,10,3,9,0,0,0,192812,11500
B,2016,9 years,6,42500,39.3,22.71,0,230,1,1,1,6,0,1,13,4,13,1,1,0,17532,7800
B,2016,5 years,5,63000,69.8,19.39,1,205,4,4,0,4,0,2,5,3,15,1,1,0,24290,12700
B,2016,10+ years,2,58000,23.8,14.46,4,117,8,8,3,34,0,5,4,6,16,0,0,0,19848,25700
D,2016,10+ years,4,72000,93.5,19.67,1,196,2,2,1,9,0,2,2,2,6,0,0,0,81178,4300
D,2016,10+ years,7,38000,63.6,10.93,1,212,0,0,0,0,0,3,15,4,14,0,0,0,37880,5500
E,2016,8 years,2,27000,29.4,1.33,1,113,8,8,0,8,0,1,0,1,1,0,0,204.88,2118,7200
B,2016,< 1 year,9,75000,31.3,21.66,0,67,9,9,0,16,0,3,9,3,9,0,0,0,52324,15500
C,2016,< 1 year,2,49000,69,16.14,0,48,22,22,0,22,0,3,10,3,12,0,0,0,53793,17500
B,2016,5 years,5,91000,26.7,14.89,0,140,3,3,0,3,0,5,3,6,11,0,0,0,23654,8400
D,2016,4 years,8,40000,14.1,22.65,0,130,2,2,4,21,5,2,9,4,14,0,0,0,102775,15800
C,2016,10+ years,1,65000,90.7,19.79,0,210,23,23,0,30,1,7,3,7,19,0,0,0,29607,13000
D,2016,2 years,6,104000,58.8,19.96,1,172,15,12,0,34,0,5,10,5,13,1,1,0,63010,22600
B,2016,10+ years,2,180000,90,14.94,0,313,7,7,8,7,0,6,13,9,15,0,0,0,372113,37100
D,2016,1 year,2,70000,34.9,25.84,0,257,6,6,0,6,0,6,5,6,11,0,0,0,60126,57500
A,2016,< 1 year,2,64000,44.3,20.8,1,120,3,3,0,3,5,3,11,3,13,0,0,0,71382,15500
B,2016,4 years,6,45000,22.9,8.17,1,70,5,5,2,5,0,7,6,7,9,0,0,0,122446,41100
B,2016,10+ years,6,95000,10.1,10.06,1,215,1,1,2,1,0,7,6,9,19,0,0,0,235178,25600
B,2016,3 years,3,47000,2.9,27.86,0,129,26,6,0,26,0,2,17,5,16,0,0,0,70320,14800
D,2016,10+ years,6,52000,52.4,33.16,1,138,10,10,0,10,7,4,19,8,25,0,0,0,52930,29100
B,2016,4 years,3,26600,70.2,25.63,0,239,5,5,0,35,1,3,4,4,8,0,0,0,17308,8300
C,2016,4 years,9,119000,15.2,12.53,1,144,20,7,3,23,1,2,9,3,22,0,0,0,307275,11500
C,2016,9 years,11,68400,37,21.39,1,224,2,2,2,3,1,4,6,7,18,0,0,0,91048,12500
C,2016,10+ years,4,145000,98.6,8.05,1,284,3,3,3,3,2,4,2,4,10,0,2,0,328510,23200
C,2016,10+ years,4,71000,58.2,18.02,0,109,20,3,0,20,0,7,14,8,14,0,0,0,36980,24400
C,2016,10+ years,3,32000,49.4,10.36,1,208,13,13,5,52,4,2,7,2,6,1,1,0,2372,2000
A,2016,< 1 year,5,72500,43.4,10.02,2,194,4,4,3,25,0,6,4,7,14,0,0,0,153818,58200
B,2016,6 years,5,83000,86.6,21.68,0,115,6,6,3,6,2,6,17,6,15,0,0,0,196472,8700
B,2016,5 years,1,45900,79.8,13.49,0,60,22,22,0,22,0,7,3,7,9,0,0,0,19898,23000
B,2016,10+ years,5,106000,74.3,24.09,0,132,7,6,3,37,0,3,9,3,9,0,0,0,292700,36800
C,2016,6 years,5,179500,66.5,8.78,1,388,3,3,3,3,0,3,4,5,8,1,1,0,288519,30500
C,2016,10+ years,5,70000,64.8,34.6,0,188,10,10,0,10,0,5,7,6,18,0,1,0,71023,22300
B,2016,5 years,2,75000,56.5,18.77,0,374,20,7,4,20,0,7,7,9,16,0,0,0,278656,54200
A,2016,2 years,2,133000,60.2,10.71,0,343,1,1,2,1,1,2,7,3,6,0,0,0,210413,36500
A,2016,5 years,3,80000,47.4,7.17,1,227,22,12,3,22,0,2,8,4,9,0,0,0,130118,33900
B,2016,7 years,7,180000,40.1,12.99,0,206,8,8,3,8,5,15,6,18,23,0,0,0,642582,104400
F,2016,< 1 year,8,42000,23.9,13.6,2,144,5,5,3,5,2,1,3,3,9,0,0,0,29630,1500
D,2016,10+ years,6,76000,39.6,25.34,1,196,1,1,0,1,1,6,5,7,12,0,2,0,31967,25300
B,2016,10+ years,6,113000,66.4,13.01,2,134,12,6,1,19,4,3,4,3,8,0,2,0,609491,6400
B,2016,< 1 year,2,39520,34.2,33.01,1,94,0,0,0,42,0,2,29,2,28,0,0,0,67149,16600
B,2016,9 years,8,180000,66.6,28.95,2,229,5,5,3,5,0,13,10,14,21,0,0,0,687213,127400
A,2016,10+ years,8,65000,36.4,27.04,0,179,7,7,2,7,1,10,9,14,25,1,1,0,48216,48600
B,2016,10+ years,4,83000,42.9,24.55,0,100,8,8,2,8,0,7,9,7,14,0,0,0,103156,28900
D,2016,7 years,11,60000,17.5,28.78,0,281,3,3,2,4,0,3,9,5,18,0,0,0,299718,10100
E,2016,10+ years,12,65000,34.6,11.23,2,180,2,2,0,6,1,7,1,7,11,0,1,0,13821,12600
C,2016,10+ years,3,107000,26.6,13.58,2,162,33,6,4,33,2,3,10,3,7,0,0,0,38239,5800
C,2016,4 years,3,72000,99,12.92,0,172,16,4,5,58,0,1,4,1,4,0,0,0,223443,16100
B,2016,8 years,8,100000,72.7,12.68,0,262,3,3,0,3,2,3,3,3,9,2,2,0,28656,9700
C,2016,< 1 year,5,50000,60.5,13.47,1,60,4,4,0,14,0,1,17,1,15,0,0,0,60164,2500
E,2016,10+ years,14,60000,54.3,13.68,2,113,8,8,0,8,2,8,15,13,24,0,0,0,26982,29300
B,2016,10+ years,2,73000,3,17.26,0,412,14,14,3,14,0,1,19,5,23,0,0,0,122431,23000
E,2016,10+ years,2,40000,80.1,23.52,0,169,10,9,0,46,0,6,2,6,12,0,0,0,21172,11200
A,2016,10+ years,2,50000,16.8,20.81,0,74,4,4,1,4,0,4,3,6,10,0,0,0,114344,26600
B,2016,2 years,6,95000,58.2,36.98,0,120,10,10,1,10,0,6,26,7,24,0,0,0,300083,31000
D,2016,1 year,1,115200,0,0,0,49,1,1,0,1,0,0,0,3,3,0,0,0,0,10900
B,2016,< 1 year,9,75000,26.7,16.38,1,195,4,4,2,23,4,3,10,4,17,0,0,0,303707,13500
B,2016,8 years,2,90000,87.8,3.97,0,182,21,12,5,57,0,2,3,2,6,0,0,0,295992,3900
C,2016,6 years,3,32000,93,24.23,0,138,16,15,0,26,0,2,13,3,12,1,1,0,16711,3700
E,2016,1 year,2,72800,27.6,27.28,1,98,10,7,0,10,0,6,4,8,11,0,0,0,47502,47500
B,2016,10+ years,3,98000,60.1,8.03,1,271,12,12,1,12,0,2,3,3,6,0,0,0,331874,8500
D,2016,8 years,13,83600,20.3,30.18,3,157,2,2,0,2,0,9,21,11,25,0,0,200,78464,34400
F,2016,4 years,9,67000,54.3,17.3,0,149,3,3,2,3,0,5,10,5,11,0,1,0,159534,15800
F,2016,1 year,5,52000,63.6,11.45,0,114,6,6,0,6,0,3,6,4,9,1,1,0,14853,6800
B,2016,1 year,8,225000,15.3,14.87,0,141,3,3,1,3,0,5,11,6,14,0,2,0,416880,39300
B,2016,5 years,0,79300,101.1,21.53,1,59,57,46,0,57,0,1,27,1,14,0,0,0,134164,3500
B,2016,9 years,3,150000,72,10.21,0,171,8,8,0,35,0,3,3,3,8,0,0,0,37281,19000
C,2016,10+ years,4,102000,46.6,8.52,0,64,10,10,1,16,0,5,1,7,14,0,0,0,337735,21800
C,2016,10+ years,10,60000,54,7.26,2,131,3,3,2,3,0,5,4,5,14,1,1,0,147718,17800
C,2016,10+ years,7,83000,40.9,15.69,0,151,0,0,0,8,5,3,23,3,7,0,0,0,66054,7800
B,2016,4 years,4,43050,55.4,14.64,0,145,1,1,0,1,2,5,0,5,14,0,0,0,12165,18700
B,2016,10+ years,3,73500,60.9,16.4,0,197,12,12,0,31,0,3,7,4,13,0,1,0,28710,13000
A,2016,10+ years,10,175000,17.1,11.95,0,389,2,2,4,2,0,6,10,7,15,0,1,0,361170,56600
B,2016,< 1 year,2,60000,76.8,14.84,0,113,7,7,0,7,0,4,4,4,11,0,0,0,30361,24600
D,2016,10+ years,3,43000,9.5,2.93,1,63,0,0,0,0,0,5,0,5,6,0,0,0,834,8800
B,2016,3 years,12,56500,35.2,26.84,0,194,1,1,0,4,0,9,8,10,18,0,0,0,41863,37900
D,2016,5 years,5,60000,71.8,19.16,0,148,0,0,0,22,0,6,3,7,16,0,0,0,25865,23400
C,2016,10+ years,1,67000,88.7,31.24,0,256,8,8,1,45,0,3,8,3,10,0,0,0,101143,24800
D,2016,5 years,5,37500,101.5,16.58,3,154,4,4,3,106,0,1,1,1,6,0,0,0,11337,8000
B,2016,10+ years,0,35000,55.7,20.99,0,133,36,33,2,36,1,2,4,3,7,1,1,0,113024,13700
C,2016,10+ years,3,92000,85,12.5,0,197,21,17,2,40,2,3,6,3,10,0,1,0,233733,8300
D,2016,2 years,2,77899,66.5,25.6,0,140,74,6,0,97,0,2,27,2,13,0,0,0,211470,9000
E,2016,10+ years,5,69000,71.2,28.38,1,295,14,9,3,14,0,4,16,6,23,0,0,0,152650,18200
C,2016,10+ years,3,78000,67,14.02,1,157,3,3,2,12,2,1,9,1,13,0,1,0,246111,3000
C,2016,10+ years,3,78000,89.1,5.85,0,118,15,15,0,15,0,3,2,3,7,0,0,0,14847,14400
D,2016,10+ years,2,70000,88.7,3.7,0,64,4,4,0,39,0,3,0,3,5,0,0,0,5721,3000
B,2016,3 years,1,110000,97.4,26.12,0,191,32,12,1,102,0,1,13,1,16,0,1,0,423232,20000
B,2016,< 1 year,3,110000,46.2,3.02,1,263,1,1,1,5,3,1,4,1,12,0,0,0,10907,8600
B,2016,5 years,2,30000,98.2,19.12,0,113,9,9,0,9,0,2,3,2,6,0,0,0,11077,3000
C,2016,10+ years,2,87000,97,16.44,0,268,3,3,3,3,0,5,3,5,11,0,0,0,193911,23850
C,2016,10+ years,3,65000,81.6,25.39,0,406,23,8,4,57,2,2,5,5,12,0,1,0,340448,12600
C,2016,10+ years,4,200000,20.3,15.39,1,202,8,6,5,8,0,7,11,9,15,1,1,0,56110,34600
E,2016,10+ years,5,60000,78.2,15.78,1,43,0,0,1,14,0,3,4,4,9,0,0,0,262726,11300
C,2016,10+ years,9,47000,20.5,13.2,1,69,0,0,2,0,0,4,10,11,17,1,1,0,104654,19300
B,2016,10+ years,4,75000,75.2,17.84,1,12,9,9,0,9,0,3,15,3,7,0,0,0,37287,10100
C,2016,4 years,5,28000,95,61.17,1,267,2,2,1,25,0,3,7,3,16,0,0,0,111503,5300
B,2016,10+ years,3,54000,32.1,4.04,1,161,6,6,0,19,1,2,1,3,5,0,0,0,3102,7800
B,2016,5 years,1,50000,59,10.54,0,136,24,24,0,36,0,3,0,4,7,0,0,0,14429,23300
C,2016,8 years,2,49000,71.8,51.46,1,281,2,2,4,2,3,4,16,4,14,0,0,0,228606,10400
C,2016,3 years,3,65000,44.4,25.54,0,122,4,4,0,4,0,3,11,5,12,1,1,0,42827,22400
D,2016,4 years,9,100000,9.5,7.97,0,147,4,4,1,4,0,2,4,5,11,0,0,0,19282,19400
A,2016,10+ years,3,56000,68.5,12.75,0,30,8,8,0,8,0,3,2,3,4,0,0,0,25892,8200
A,2016,9 years,1,150000,76.5,15.69,0,186,28,12,0,50,0,9,11,9,13,0,0,0,50528,42800
C,2016,8 years,8,54000,57.3,13.04,0,62,4,4,2,4,0,6,11,8,9,0,0,0,20004,32300
C,2016,7 years,13,44480,90.3,30.14,0,178,1,1,0,1,0,6,22,6,22,0,0,0,48448,9000
A,2016,< 1 year,6,130000,33.7,9.97,0,125,4,4,1,4,0,5,16,5,20,0,0,0,351956,56500
B,2016,5 years,7,165000,35.5,7.71,0,250,13,4,4,22,4,2,16,3,11,0,0,0,522134,5700
D,2016,10+ years,5,63600,57,29.54,0,244,2,1,3,2,0,8,10,12,22,0,0,0,388077,72000
B,2016,2 years,3,38000,60,25.58,1,202,5,5,0,5,2,3,20,3,7,0,1,0,48953,7400
D,2016,7 years,7,45000,67.1,23.07,1,137,3,2,0,3,3,3,11,3,10,0,0,0,22049,5000
A,2016,10+ years,8,265000,73.1,17.58,0,355,15,8,0,15,0,6,6,6,11,0,0,0,110580,71800
B,2016,10+ years,6,86000,37.5,15.49,0,241,3,3,0,43,5,1,6,1,10,0,0,0,29617,6500
B,2016,10+ years,9,82000,50.7,20.83,1,136,3,3,0,3,0,8,4,8,18,0,0,0,37695,44600
C,2016,10+ years,9,102000,95.3,22.82,2,172,1,1,2,16,0,5,4,5,18,0,0,0,427993,8000
B,2016,3 years,3,59000,67.6,12.55,1,166,5,5,0,5,0,2,5,2,10,0,0,0,34483,11000
A,2016,10+ years,12,172000,34.4,14.39,1,210,5,3,5,5,1,2,8,6,18,0,0,0,543947,49900
A,2016,10+ years,4,109000,23.5,10.75,0,339,6,6,2,6,0,2,3,3,9,0,0,0,384854,31200
A,2016,10+ years,4,83000,2.6,5.25,0,277,21,11,2,32,0,6,11,17,28,0,0,0,186791,163900
B,2016,3 years,6,90000,65.4,17.01,0,115,2,2,0,71,0,3,19,3,10,0,0,0,96060,12900
C,2016,10+ years,10,104000,33.6,17.21,4,144,5,5,1,5,0,8,5,11,25,0,0,0,58100,35800
D,2016,3 years,6,47000,60.6,19.25,0,54,14,10,0,21,0,2,4,2,12,0,0,0,18814,5600
B,2016,10+ years,1,30000,40.2,23.52,0,188,17,17,5,17,0,3,7,3,5,1,1,0,12388,16600
C,2016,10+ years,7,142000,50.5,3.95,1,292,4,4,1,14,0,6,4,7,18,1,1,0,248462,20800
B,2016,6 years,2,90000,82.2,8.55,1,65,4,4,2,44,4,2,8,2,8,0,0,0,208805,5800
C,2016,5 years,6,54000,84.3,28.9,2,275,4,4,0,4,7,7,27,7,13,0,0,0,120107,8200
C,2016,10+ years,5,80000,49.3,29.63,0,241,5,5,0,6,0,4,3,5,9,0,0,0,71461,17100
D,2016,10+ years,1,80000,86.8,21.81,1,195,58,6,3,62,0,4,3,4,10,0,0,0,562671,36000
B,2016,10+ years,3,61750,97.4,12.93,0,106,44,4,2,44,1,2,8,2,6,0,0,0,405260,3200
C,2016,3 years,3,60000,58.1,20.3,1,108,1,1,0,18,0,5,3,5,12,0,0,0,37888,20400
F,2016,5 years,5,86500,78.7,33.78,0,260,7,4,1,23,0,2,17,2,17,2,2,0,84112,10500
B,2016,10+ years,3,39000,82.9,25.32,1,495,7,7,1,7,0,6,4,6,10,1,1,0,29539,15600
B,2016,4 years,3,98000,87.3,11.93,0,48,10,10,0,10,0,3,2,3,5,0,0,0,19160,15500
E,2016,10+ years,1,36000,72.3,7.67,0,147,14,14,0,14,1,2,7,2,7,0,0,0,15177,3700
B,2016,6 years,3,65000,100.5,17.05,2,152,30,9,2,43,0,1,12,1,5,0,0,0,22342,2000
E,2016,10+ years,6,54432,22.1,32.21,0,66,2,2,3,2,0,8,7,9,15,1,1,0,275070,13400
B,2016,10+ years,2,67000,55.2,17.16,0,245,7,7,3,7,0,5,6,7,17,1,1,201,29835,25600
C,2016,3 years,5,72000,55.9,34.78,3,165,2,2,5,28,0,3,9,4,16,0,0,0,417357,16000
C,2016,5 years,4,30000,82,23.48,1,28,9,9,0,10,3,3,5,3,5,0,0,0,26979,4100
C,2016,4 years,6,103000,64.5,15.1,0,372,9,9,4,9,1,4,12,7,19,0,0,0,267131,35700
D,2016,6 years,4,70000,62.6,14.83,1,285,3,3,1,15,0,6,5,6,13,1,1,0,27040,12200
B,2016,10+ years,5,45000,23.4,18.96,0,88,4,4,0,25,0,3,7,3,14,1,1,0,14963,3900
A,2016,3 years,1,97000,72.3,6.01,1,176,8,8,0,49,0,2,13,3,10,0,0,0,16475,6500
F,2016,5 years,18,87000,59.8,26.07,2,134,1,1,1,9,0,5,8,6,21,0,0,0,215743,39400
D,2016,10+ years,3,45200,93.3,28.12,0,108,24,10,2,44,1,4,6,4,9,0,0,0,29757,8300
C,2016,3 years,5,52000,44.7,26.13,0,107,13,9,1,19,0,3,6,3,9,0,0,0,136599,16300
F,2016,< 1 year,8,142000,58.4,18.61,2,179,1,1,1,1,0,5,7,6,16,0,1,0,546629,36500
B,2016,8 years,5,50000,74.4,33.73,0,134,2,2,0,4,0,5,6,6,14,0,0,0,59605,13500
B,2016,9 years,3,85000,97.7,16.63,0,210,16,16,1,16,0,4,8,4,12,0,0,0,428541,15400
A,2016,1 year,3,85000,51,14.39,0,329,3,3,6,10,0,2,5,4,16,0,0,0,340254,26100
E,2016,10+ years,10,125000,46.8,9.07,5,194,4,4,3,4,0,7,6,7,20,0,0,0,176641,23200
C,2016,10+ years,4,220000,65.6,9.73,0,174,13,6,8,37,0,2,6,2,12,1,1,0,245452,5600
C,2016,4 years,5,54000,57,6.37,1,96,1,1,0,1,0,4,2,5,7,0,0,0,10504,11500
B,2016,3 years,6,69000,60.8,14.89,0,241,12,12,2,12,1,5,6,7,18,0,0,0,22769,16300
C,2016,10+ years,3,50000,93.4,19.92,1,439,3,3,0,3,0,3,2,3,5,0,0,0,29085,25400
B,2016,10+ years,3,39000,48.6,10.95,0,202,7,7,0,7,0,2,2,2,12,0,0,0,13950,2200
A,2016,5 years,6,70000,52.7,25.54,0,194,3,3,1,3,0,3,15,3,13,0,0,0,139359,8500
C,2016,10+ years,9,57000,58.4,30.62,0,114,7,1,2,7,1,4,18,5,14,0,0,0,163805,5100
E,2016,3 years,5,41380,18.4,19.43,0,152,8,8,0,8,0,7,1,9,10,0,0,0,11112,18500
E,2016,10+ years,5,115000,94.4,17.8,0,252,15,2,8,51,0,2,15,2,11,0,0,0,220083,23000
C,2016,2 years,1,35000,23.5,5.18,0,87,18,18,0,29,0,1,3,2,5,0,0,0,5017,1300
C,2016,5 years,3,100000,31.9,10.55,0,144,7,7,0,7,0,4,7,4,15,0,0,0,30798,30200
C,2016,7 years,2,23000,57.5,10.86,1,116,8,8,0,19,0,4,1,4,8,0,0,231.28,4603,5500
C,2016,3 years,6,125000,86.3,14.97,2,174,1,1,3,22,5,2,10,2,8,0,0,0,208989,16600
D,2016,10+ years,0,64000,77,29.7,1,395,106,55,1,114,2,4,7,4,11,0,1,0,100776,32400
B,2016,10+ years,2,45000,86.2,24.43,0,119,21,13,0,72,0,3,3,3,6,0,0,0,20301,8600
F,2016,2 years,10,53000,37.7,19.95,2,421,0,0,2,0,7,4,21,5,14,0,0,0,191284,24600
B,2016,3 years,8,90000,36.2,8.96,1,129,9,9,3,9,7,3,19,5,12,0,0,0,222193,20800
C,2016,2 years,7,28604,75.7,15.61,0,178,16,6,0,16,1,5,6,6,12,1,1,0,9338,4900
C,2016,10+ years,5,250000,61.5,21.01,0,276,1,1,1,1,0,9,9,12,20,0,0,0,567764,82800
E,2016,8 years,4,50000,91.3,24.68,0,93,13,13,0,21,0,4,5,5,11,0,0,0,23308,15000
D,2016,10+ years,6,59000,67.3,14.24,0,118,20,6,5,20,0,3,3,3,7,0,0,0,97413,6800
B,2016,10+ years,3,50000,50.3,8.88,0,132,4,4,0,4,0,7,2,7,8,0,0,0,15074,29600
F,2016,10+ years,2,44100,97.8,29.33,2,306,2,2,2,2,0,5,8,6,9,0,0,0,45893,39200
C,2016,2 years,3,86000,99.8,6.49,0,145,7,7,0,99,0,2,8,2,8,0,0,0,23031,11100
B,2016,5 years,3,65000,40.9,23.54,0,209,6,5,2,13,4,4,11,5,11,0,0,0,23525,13600
B,2016,8 years,3,74000,91.2,15.42,1,173,9,8,0,32,0,2,7,2,7,2,2,0,34733,3800
C,2016,10+ years,4,117000,77,10.27,0,41,9,9,0,26,0,4,3,4,10,1,1,0,33164,7300
B,2016,8 years,6,54000,80.4,40.62,0,229,24,1,0,38,1,4,10,4,10,0,0,0,88546,28500
C,2016,10+ years,0,65000,79.9,24.77,0,119,25,25,0,25,0,5,3,6,10,0,0,0,38607,9900
B,2016,6 years,3,50000,29.6,17.79,0,144,1,1,1,1,4,2,28,2,13,0,0,0,185103,4200
B,2016,< 1 year,9,60000,65.3,16.88,0,32,4,4,0,4,0,2,24,2,17,0,0,0,105145,18500
A,2016,10+ years,11,85000,30.2,17.08,1,193,3,3,2,13,0,3,21,3,15,0,0,0,262715,10400
A,2016,1 year,1,62000,9.9,7.72,0,157,30,1,1,30,0,1,6,2,6,0,0,0,201885,18000
B,2016,< 1 year,15,152000,82.7,25.65,0,62,9,1,1,15,0,5,17,7,15,0,0,0,274931,24900
C,2016,< 1 year,4,190000,95,17.35,1,116,10,10,4,48,0,5,7,6,14,0,0,0,576926,40800
C,2016,4 years,7,112512,59.6,32.32,0,215,10,8,2,10,0,8,16,11,25,0,0,0,121679,50100
B,2016,10+ years,5,72000,39.4,17.6,0,148,1,1,0,1,0,4,10,5,12,0,0,0,45226,17700
A,2016,10+ years,1,68000,13.7,17.86,0,425,24,24,0,24,0,2,7,4,8,0,0,0,10906,8100
C,2016,2 years,1,28000,54.4,4.16,1,57,5,5,0,52,0,2,0,2,3,0,0,0,2279,2900
D,2016,4 years,6,43000,62.7,10.91,0,168,2,2,0,19,1,3,2,3,11,0,0,0,10951,8000
B,2016,10+ years,2,95000,42.5,17.78,0,216,8,8,0,45,0,8,10,11,25,0,0,0,65197,55500
C,2016,3 years,2,84000,96.1,15.41,1,117,4,4,0,4,0,2,14,2,8,1,1,0,63190,13000
B,2016,10+ years,4,160000.2,34.7,6.9,0,187,17,10,0,24,0,3,3,4,8,0,1,0,27706,33600
B,2016,< 1 year,3,72500,36,10.23,0,118,2,2,0,2,2,4,23,4,20,0,1,0,98595,19000
F,2016,3 years,6,40000,92.9,30.36,0,250,7,5,1,7,0,7,3,9,14,1,1,0,29492,12500
B,2016,10+ years,3,100000,57.8,18.85,2,327,0,0,2,0,3,2,6,7,13,0,0,0,383215,19400
C,2016,1 year,5,35000,65.8,27.74,1,111,2,2,0,17,0,3,6,4,14,0,0,0,59640,7900
A,2016,10+ years,1,56160,69.9,16.97,0,292,8,8,0,48,0,2,3,2,6,0,0,0,54536,6500
B,2016,2 years,6,60000,32,13.34,0,140,6,6,1,6,1,5,11,6,10,0,0,0,287828,39300
D,2016,5 years,12,30000,38.4,28.44,0,54,4,4,2,4,2,7,7,8,16,0,0,0,126607,34800
B,2016,5 years,0,56000,98,16.61,1,106,25,25,0,73,1,1,2,1,7,0,0,0,21134,4500
A,2016,4 years,3,47476,30.2,21.49,0,180,10,4,4,10,0,5,26,8,14,0,0,0,231907,70600
D,2016,10+ years,11,80000,92.7,22.2,0,199,11,11,4,13,0,2,18,3,15,0,0,0,474729,2900
B,2016,10+ years,1,70000,68.8,13.39,0,251,2,2,1,2,0,3,3,3,12,0,0,0,91996,13700
B,2016,9 years,8,64000,26.4,12.09,1,186,1,1,4,1,0,4,8,5,12,0,0,0,176869,23500
B,2016,10+ years,6,70000,79.7,25.1,1,112,21,3,2,25,0,2,23,2,14,1,1,399.61,64821,3300
C,2016,10+ years,2,29400,60.5,29.14,0,54,8,8,0,8,0,4,3,4,7,0,0,0,20750,11500
C,2016,10+ years,3,35000,28.7,22.84,1,195,3,3,5,3,1,11,1,15,23,0,0,0,154826,41000
B,2016,1 year,4,70000,66.3,17.25,1,42,2,2,0,2,0,2,8,2,9,0,1,0,32264,12300
B,2016,2 years,8,23200,35.6,23.44,1,116,1,1,0,21,0,6,3,6,13,1,1,0,11123,15600
C,2016,10+ years,6,100000,57.1,29.16,0,105,0,0,1,0,0,3,7,3,9,0,2,377.62,63837,4400
C,2016,10+ years,6,75000,83.1,15.66,1,38,3,3,1,34,0,2,3,2,8,0,0,0,233262,9200
